S.No,Country,City,Company,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,CONTACT,Google Map,Category,Reviews,Comments,Standard_Category,Conversion_Probability,Rank,Reviews_Normalized,Comments_Normalized,Lead_Score,Final_Score,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability,,
155,India,Haryana,Aarambh Academy,,,,,9873558350,"https://www.google.com/maps/place/Aarambh+Academy/@29.1129604,75.8192508,17z/data=!4m7!3m6!1s0x3912372736054621:0x66f16636a5b348b!8m2!3d29.1129604!4d75.8192508!10e1!16s%2Fg%2F11sjltc1yn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,5,75,Training Center,0.85,1,1,0.562876088,0.781438044,0.822575218,15,2,74,56,3,10,0.82557684,,
156,India,Haryana,"Ngo Paryatan School of innovative education foundation
",,,,,9541111412,"https://www.google.com/maps/place/Ngo+Paryatan+School+of+innovative+education+foundation/@29.1516379,75.7475777,17z/data=!3m1!4b1!4m6!3m5!1s0x39123302c16f4815:0x449558eba3ff3a05!8m2!3d29.1516379!4d75.7501526!16s%2Fg%2F11fsngmphs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.9,431,Training Center,0.85,1,0.98,0.788728233,0.884364116,0.863745647,55,7,74,56,3,10,0.8646481,,
157,India,Haryana,Bright Beginnings Institute,,,,,9813448899,"https://www.google.com/maps/place/Bright+Beginnings+Institute/@29.5128744,75.4538514,17z/data=!3m1!4b1!4m6!3m5!1s0x391165236526f011:0x9b6a37104a84df4b!8m2!3d29.5128744!4d75.4538514!16s%2Fg%2F11sp5ljpjs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,5,45,Training Center,0.85,1,1,0.49761796,0.74880898,0.809523592,27,3,74,56,3,10,0.80647355,,
158,India,Haryana,Community Health Centre,,,,,1662260945,"https://www.google.com/maps/place/Community+Health+Centre/@29.1162868,75.6445612,17z/data=!3m1!4b1!4m6!3m5!1s0x3913cc6d2e237d6b:0x2b9636ac52ab9203!8m2!3d29.1162868!4d75.6445612!16s%2Fg%2F11c5zmf4vd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Government Hospital,3.9,18,Medical Clinic,0.85,4,0.78,0.382695992,0.581347996,0.742539198,23,3,103,56,3,3,0.7421345,,
159,India,Haryana,Aditya Coaching & Computer Centre,,,,,9991891975,"https://www.google.com/maps/place/Aditya+Coaching+%26+Computer+Centre/@28.0999837,77.004169,17z/data=!3m1!4b1!4m6!3m5!1s0x390d327dd0c16153:0x8661d4473825345d!8m2!3d28.0999837!4d77.004169!16s%2Fg%2F11ddxt0jn2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.1,25,Coaching Center,0.85,2,0.82,0.423462838,0.621731419,0.758692568,33,5,41,56,3,0,0.7533346,,
160,India,Haryana,Health Care Clinic,,,,,9813937414,"https://www.google.com/maps/place/Health+Care+Clinic/@28.1360716,77.3399915,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd2513a29030f:0x58f45594b9c51484!8m2!3d28.1360716!4d77.3399915!16s%2Fg%2F11gzf8m80?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Home Health Care Service,5,19,Medical Clinic,0.85,4,1,0.389362708,0.694681354,0.787872542,18,3,103,56,3,3,0.7836563,,
161,India,Haryana,Atlas hospital,,,,,1275253333,"https://www.google.com/maps/place/Atlas+hospital/@28.1530752,77.3151855,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd394947b04a7:0xd80b8eebb6c4ca48!8m2!3d28.1530752!4d77.3151855!16s%2Fg%2F11fct1bb71?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,2.8,102,Medical Clinic,0.85,4,0.56,0.602387151,0.581193576,0.74247743,14,2,103,56,3,3,0.7461944,,
162,India,Haryana,kinger clinic,,,,,9896179179,"https://www.google.com/maps/place/kinger+clinic/@28.1327829,77.3339564,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd254bf613653:0x245bc84c2540050!8m2!3d28.1327829!4d77.3339564!16s%2Fg%2F11hb31yqyl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,4.7,15,Medical Clinic,0.85,4,0.94,0.360360191,0.650180095,0.770072038,13,2,103,56,3,3,0.7700822,,
163,India,Haryana,Max Care Clinic,,,,,9991430250,"https://www.google.com/maps/place/Max+Care+Clinic/@28.1376417,77.322468,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd24c5572170b:0x346f454dffc00d73!8m2!3d28.1376417!4d77.322468!16s%2Fg%2F11tf41l45p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,1,Medical Clinic,0.85,4,1,0.090090048,0.545045024,0.72801801,15,3,103,56,3,3,0.72953296,,
164,India,Haryana,Health And Welness Center,,,,,9034399846,"https://www.google.com/maps/place/Health+And+Welness+Center/@29.4386857,76.8185731,17z/data=!3m1!4b1!4m6!3m5!1s0x390de199e8dc673f:0xcf1f62c19fd04721!8m2!3d29.4386857!4d76.8185731!16s%2Fg%2F11f67f82t3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,0,0,Medical Clinic,0.85,4,0,0,0,0.51,25,4,103,56,3,3,0.5165391,,
165,India,Rajasthan,Shankar Medicare and E-Health Centre,,,,,9950527038,"https://www.google.com/maps/place/Shankar+Medicare+and+E-Health+Centre/@29.5229831,73.6448663,17z/data=!3m1!4b1!4m6!3m5!1s0x39163d3ad56aa743:0x28a5f1668cbb4bfc!8m2!3d29.5229831!4d73.6448663!16s%2Fg%2F11vpxyx8lv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4,1,Medical Clinic,0.85,4,0.8,0.090090048,0.445045024,0.68801801,36,5,103,49,10,3,0.6877297,,
166,India,Rajasthan,Sub- Health Center,,,,,9001207522,"https://www.google.com/maps/place/Sub-+Health+Center/@27.8456264,75.6384381,17z/data=!3m1!4b1!4m6!3m5!1s0x396cd46b5660669d:0x5a7ed55a86fcb5e7!8m2!3d27.8456264!4d75.6384381!16s%2Fg%2F11g69hyn_z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Government Hospital,4.8,4,Medical Clinic,0.85,4,0.96,0.209182613,0.584591306,0.743836523,18,3,103,49,10,3,0.7447284,,
167,India,Rajasthan,Health care medical point,,,,,7891710138,"https://www.google.com/maps/place/Health+care+medical+point/@27.8804631,75.6345932,17z/data=!3m1!4b1!4m6!3m5!1s0x396cd5c2c5fddeb9:0x2e1ceae667f18f1!8m2!3d27.8804631!4d75.6345932!16s%2Fg%2F11vld39g8b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Center,5,1,Medical Clinic,0.85,4,1,0.090090048,0.545045024,0.72801801,25,4,103,49,10,3,0.72783476,,
168,India,Rajasthan,Health Care Center,,,,,9950357668,"https://www.google.com/maps/place/Health+Care+Center/@26.7065781,76.7163861,17z/data=!3m1!4b1!4m6!3m5!1s0x39721b99f69b2949:0xeca00e8e9508e8ff!8m2!3d26.7065781!4d76.7163861!16s%2Fg%2F11w3hvsgjq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.6,10,Medical Clinic,0.85,4,0.92,0.311660359,0.61583018,0.756332072,18,3,103,49,10,3,0.7625297,,
169,India,Rajasthan,Arogyam The Health Care Centre,,,,,9694981333,"https://www.google.com/maps/place/Arogyam+The+Health+Care+Centre/@27.6517343,74.4589699,17z/data=!3m1!4b1!4m6!3m5!1s0x396b31c97116c5a1:0x8c5811dd34ef0074!8m2!3d27.6517343!4d74.4589699!16s%2Fg%2F11rx3vz0kg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,3,Medical Clinic,0.85,4,1,0.180180095,0.590090048,0.746036019,30,5,103,49,10,3,0.74531454,,
170,India,Rajasthan,Health Care Acupressure Centre dr.satnam singh,,,,,9001254654,"https://www.google.com/maps/place/Health+Care+Acupressure+Centre+dr.satnam+singh/@29.8906385,73.5592132,17z/data=!3m1!4b1!4m6!3m5!1s0x3917d37c8304b07b:0xafef07ce78c37521!8m2!3d29.8906385!4d73.5592132!16s%2Fg%2F11tf4yx174?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,9,Medical Clinic,0.85,4,1,0.29927266,0.64963633,0.769854532,46,6,103,49,10,3,0.77292526,,
171,India,Gujarat,Manav Clinic,,,,,9265195672,"https://www.google.com/maps/place/Manav+Clinic/@22.5367993,72.7174766,17z/data=!3m1!4b1!4m6!3m5!1s0x395e57cc0e41fc65:0xc1d3a19ccf870f8e!8m2!3d22.5367993!4d72.7174766!16s%2Fg%2F11kqy1vl89?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.5,2,Medical Clinic,0.85,4,0.9,0.142789347,0.521394674,0.718557869,12,2,103,45,2,3,0.72201383,,
172,India,Gujarat,Shree Clinic - Dr T. M. Mandaliya,,,,,8401574412,"https://www.google.com/maps/place/Shree+Clinic+-+Dr+T.+M.+Mandaliya/@22.3558502,69.830851,17z/data=!3m1!4b1!4m6!3m5!1s0x39571be5798a4e85:0x2f1d6742a82440bd!8m2!3d22.3558502!4d69.830851!16s%2Fg%2F11lv48n0t4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,10,Medical Clinic,0.85,4,1,0.311660359,0.65583018,0.772332072,33,7,103,45,2,3,0.77036726,,
173,India,Gujarat,Dutt Clinic,,,,,9978908619,"https://www.google.com/maps/place/Dutt+Clinic/@22.3385108,72.968536,17z/data=!3m1!4b1!4m6!3m5!1s0x395fb11613fbb43d:0x5d4ec5816fa9ce0e!8m2!3d22.3385108!4d72.968536!16s%2Fg%2F11bwywb2y9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,4.7,35,Medical Clinic,0.85,4,0.94,0.46575879,0.702879395,0.791151758,11,2,103,45,2,3,0.79203004,,
174,India,Gujarat,Shivam Clinic Dr.Hemraj R. Sodhaparmar,,,,,6355147215,"https://www.google.com/maps/place/Shivam+Clinic+Dr.Hemraj+R.+Sodhaparmar/@22.6567649,73.2102306,17z/data=!3m1!4b1!4m6!3m5!1s0x395e3171a3acd3cd:0xbeb914993351ebf2!8m2!3d22.6567649!4d73.2102306!16s%2Fg%2F11y7b_4bhq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,3,Medical Clinic,0.85,4,1,0.180180095,0.590090048,0.746036019,38,5,103,45,2,3,0.7434632,,
175,India,Gujarat,sankalp clinic,,,,,7623033491,"https://www.google.com/maps/place/sankalp+clinic/@22.5339834,72.7186219,17z/data=!3m1!4b1!4m6!3m5!1s0x395e576ca1ad9cd1:0xfccc3672af8215c5!8m2!3d22.5339834!4d72.7186219!16s%2Fg%2F11vlh7ty7l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,4,Medical Clinic,0.85,4,1,0.209182613,0.604591306,0.751836523,14,2,103,45,2,3,0.75161695,,
176,India,Gujarat,Shree Vallabh Clinic,,,,,9714952312,"https://www.google.com/maps/place/Shree+Vallabh+Clinic/@22.7713076,73.4054406,17z/data=!3m1!4b1!4m6!3m5!1s0x395e277f99046707:0xef15393d13191d8d!8m2!3d22.7713076!4d73.4054406!16s%2Fg%2F11tbwg9jsh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,1,Medical Clinic,0.85,4,1,0.090090048,0.545045024,0.72801801,20,3,103,45,2,3,0.7305292,,
177,USA,Gujarat,Vishvas clinic,,,,,9428130876,"https://www.google.com/maps/place/Vishvas+clinic/@22.8314751,69.4880843,17z/data=!3m1!4b1!4m6!3m5!1s0x395133da3fa4325b:0x2a6135c983394ed4!8m2!3d22.8314751!4d69.4880843!16s%2Fg%2F11ptpn9vvq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,5,3,Medical Clinic,0.85,1,1,0.180180095,0.590090048,0.746036019,14,2,103,45,2,3,0.74766093,,
178,USA,San Francisco,Center for Global Education,,,,,14154226848,"https://www.google.com/maps/place/Center+for+Global+Education/@37.776653,-122.4503509,17z/data=!3m1!4b1!4m6!3m5!1s0x8085874c776ddbb1:0x6d91d8a5fc6e567a!8m2!3d37.776653!4d-122.4503509!16s%2Fg%2F11_r92j9g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",University,0,0,Training Center,0.55,5,0,0,0,0.33,27,4,74,10,11,10,0.3297242,,
179,USA,San Francisco,GIS Education Center,,,,,14155801436,"https://www.google.com/maps/place/GIS+Education+Center/@37.754759,-122.4206292,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7e3f0392b293:0xc9d133ffb79c40df!8m2!3d37.754759!4d-122.4206292!16s%2Fg%2F1hc0x8yzz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Computer Training Center,0,0,Training Center,0.55,5,0,0,0,0.33,20,3,74,10,11,10,0.32943782,,
180,USA,Las Vegas,Trainingscenter Las Vegas,,,,,17022284967,"https://www.google.com/maps/place/Trainingscenter+Las+Vegas/@36.055626,-115.1167462,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8cfe3177ce8d3:0xa9325dcdcdfc42c1!8m2!3d36.055626!4d-115.1167462!16s%2Fg%2F11gy8g2t9p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Gym,5,2,Salon,0.15,11,1,0.142789347,0.571394674,0.318557869,25,3,2,7,5,9,0.31700894,,
181,USA,Los Angeles,"Los Angeles - ViaSalud Medical Center
",,,,,13233322985,"https://www.google.com/maps/place/Los+Angeles+-+ViaSalud+Medical+Center/@34.0875005,-118.1744726,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c5c10e39a6ff:0xab211886b60e944b!8m2!3d34.0875005!4d-118.1744726!16s%2Fg%2F11l3g601zk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.1,24,Medical Clinic,0.85,1,0.82,0.418365226,0.619182613,0.757673045,38,6,103,8,6,3,0.7530632,,
182,USA,Los Angeles,St Luke's Clinic,,,,,13235251930,"https://www.google.com/maps/place/St+Luke's+Clinic/@34.0482395,-118.3435843,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b8fdd5f2955f:0xa5699ccd96250a80!8m2!3d34.0482395!4d-118.3435843!16s%2Fg%2F1tdh8qb8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,1,1,Medical Clinic,0.85,1,0.2,0.090090048,0.145045024,0.56801801,16,3,103,8,6,3,0.5735129,,
183,India,Haryana,Human Care Clinic,,,,,1262247201,"https://www.google.com/maps/place/Human+Care+Clinic,/@28.890938,76.595816,17z/data=!3m1!4b1!4m6!3m5!1s0x390d8507700d1419:0xdadb11bad93b3d4!8m2!3d28.890938!4d76.595816!16s%2Fg%2F11c6lf5x7d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.9,15,Medical Clinic,0.85,4,0.98,0.360360191,0.670180095,0.778072038,17,3,103,56,3,3,0.77619725,,
184,India,Haryana,Sri vaishno chiropractor,,,,,8708645355,"https://www.google.com/maps/place/Sri+vaishno+chiropractor/@29.3816632,76.9557171,17z/data=!3m1!4b1!4m6!3m5!1s0x390ddb55f66645af:0x23b9471f93175107!8m2!3d29.3816632!4d76.9557171!16s%2Fg%2F11w2m32gsb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUzMS4wIKXMDSoASAFQAw%3D%3D",Health Consultant,5,110,Medical Clinic,0.85,4,1,0.612109249,0.806054625,0.83242185,24,3,103,56,3,3,0.8279775,,
185,India,Haryana,Kaushik Homoeopathic Clinic,,,,,7056969706,"https://www.google.com/maps/place/Kaushik+Homoeopathic+Clinic/@28.8926123,76.593916,17z/data=!3m1!4b1!4m6!3m5!1s0x390d8527cce639f1:0x9b06151585f3d2b2!8m2!3d28.8926123!4d76.593916!16s%2Fg%2F11sprn_0sn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,4.9,78,Medical Clinic,0.85,4,0.98,0.567907908,0.773953954,0.819581582,27,3,103,56,3,3,0.81954116,,
186,India,Haryana,Riddhi Skin Clinic and Path Lab,,,,,9254365939,"https://www.google.com/maps/place/Riddhi+Skin+Clinic+and+Path+Lab/@28.8971648,76.5838985,17z/data=!3m1!4b1!4m6!3m5!1s0x390d85bcab7321d1:0x7c5cdb7fee529027!8m2!3d28.8971648!4d76.5838985!16s%2Fg%2F11c5_llnmx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Dermatologist,4.8,181,Dermatologist,0.55,6,0.96,0.676377577,0.818188789,0.657275515,31,6,4,56,3,1,0.6145654,,
187,India,Haryana,Oxygen Hospital,,,,,6262747496,"https://www.google.com/maps/place/Oxygen+Hospital/@28.8974235,76.575888,17z/data=!3m1!4b1!4m6!3m5!1s0x390d85ad17cf5fd9:0xb1066e759de96ee0!8m2!3d28.8974235!4d76.575888!16s%2Fg%2F11mxn3kw2f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.1,277,Medical Clinic,0.85,4,0.82,0.731435788,0.775717894,0.820287158,15,2,103,56,3,3,0.8179962,,
188,India,Haryana,Divine Ayurveda and Physiotherapy,,,,,9812077194,"http://google.com/maps/place/Divine+Ayurveda+and+Physiotherapy+Clinic+Best+Ayurvedic+Clinic/@28.9111344,76.5907598,17z/data=!3m1!4b1!4m6!3m5!1s0x390d85dc830627df:0xe24ab069ed3a38b7!8m2!3d28.9111344!4d76.5907598!16s%2Fg%2F11q21hyh61?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Ayurvedic Clinic,4.9,346,Homeopathy Clinic,0.55,5,0.98,0.76025116,0.87012558,0.678050232,33,4,25,56,3,2,0.6762643,,
189,India,Haryana,Chawla Medical,,,,,9416163128,"https://www.google.com/maps/place/Chawla+Medical/@28.8890423,76.6018148,17z/data=!3m1!4b1!4m6!3m5!1s0x390d85be8a444c43:0x7cfd6e27cf7cb6e8!8m2!3d28.8890423!4d76.6018148!16s%2Fg%2F11g1pqt5k9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.6,5,Medical Clinic,0.85,4,0.92,0.232879395,0.576439697,0.740575879,14,2,103,56,3,3,0.74132526,,
190,India,Haryana,Sunflag Global Hospital Rohtak,,,,,9254308880,"https://www.google.com/maps/place/Sunflag+Global+Hospital+Rohtak/@28.8956822,76.6089986,17z/data=!3m1!4b1!4m6!3m5!1s0x390d851a82659c73:0x9a3509f5c6a4eb1e!8m2!3d28.8956822!4d76.6089986!16s%2Fg%2F11c2l8g8p2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.2,220,Medical Clinic,0.85,4,0.84,0.701612513,0.770806256,0.818322503,30,4,103,56,3,3,0.8209933,,
191,India,Gujarat,Ahmedabad Clinic,,,,,9723222260,"https://www.google.com/maps/place/Ahmedabad+Clinic/@23.0459451,72.5616891,17z/data=!3m1!4b1!4m6!3m5!1s0x395e84f68d560049:0xfdd496fd4a429c56!8m2!3d23.0459451!4d72.5616891!16s%2Fg%2F11g8_70g80?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.6,11,Medical Clinic,0.85,4,0.92,0.322969443,0.621484721,0.758593889,16,2,103,45,2,3,0.763496,,
192,India,Gujarat,Sanjivani Clinic,,,,,9825285799,"https://www.google.com/maps/place/Sanjivani+Clinic/@23.0260083,72.5641971,17z/data=!3m1!4b1!4m6!3m5!1s0x395e84f9c8cf3595:0x4988db6fb14cbcab!8m2!3d23.0260083!4d72.5641971!16s%2Fg%2F1tdqm14y?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,2,Medical Clinic,0.85,4,1,0.142789347,0.571394674,0.738557869,16,2,103,45,2,3,0.7381357,,
193,India,Gujarat,Lifeline Clinic,,,,,9998355968,"https://www.google.com/maps/place/Lifeline+Clinic/@23.0329896,72.5953167,17z/data=!3m1!4b1!4m6!3m5!1s0x395e85b2d91edd73:0xd417e5ccb595115a!8m2!3d23.0329896!4d72.5953167!16s%2Fg%2F1q6n2sly6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,11,Medical Clinic,0.85,4,1,0.322969443,0.661484721,0.774593889,15,2,103,45,2,3,0.7755527,,
194,India,Gujarat,Ashirvad Clinic,,,,,9825016769,"https://www.google.com/maps/place/Ashirvad+Clinic/@23.0191652,72.5574533,17z/data=!3m1!4b1!4m6!3m5!1s0x395e84f6a5555555:0x34a24061a182c5bc!8m2!3d23.0191652!4d72.5574533!16s%2Fg%2F1th6c74r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,1,Medical Clinic,0.85,4,1,0.090090048,0.545045024,0.72801801,15,2,103,45,2,3,0.73452824,,
195,India,Gujarat,Little Angel Pediatric and Neonatal Hospital,,,,,9978069777,"https://www.google.com/maps/place/Little+Angel+Pediatric+and+Neonatal+Hospital/@23.032089,72.5775283,17z/data=!3m1!4b1!4m6!3m5!1s0x395e8503fb504121:0xcad3e252b9a6e0c5!8m2!3d23.032089!4d72.5775283!16s%2Fg%2F11p5s35cxr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.3,229,Medical Clinic,0.85,4,0.86,0.706800573,0.783400286,0.823360115,44,6,103,45,2,3,0.8230492,,
196,India,Gujarat,Plaksha Hospital-Dr Dharmang Oza,,,,,7069191811,"https://www.google.com/maps/place/Plaksha+Hospital-Dr+Dharmang+Oza/@23.0521175,72.5389523,17z/data=!3m1!4b1!4m6!3m5!1s0x395e85e3a61dfb29:0x9d9944a21ff09457!8m2!3d23.0521175!4d72.5389523!16s%2Fg%2F11fklf3d96?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.8,452,Medical Clinic,0.85,4,0.96,0.794897575,0.877448788,0.860979515,32,4,103,45,2,3,0.85927457,,
197,India,Gujarat,Krishna Clinic,,,,,7202024048,"https://www.google.com/maps/place/Krishna+Clinic+(%E0%AA%95%E0%AB%8D%E0%AA%B0%E0%AA%BF%E0%AA%B7%E0%AB%8D%E0%AA%A8%E0%AA%BE+%E0%AA%95%E0%AB%8D%E0%AA%B2%E0%AA%BF%E0%AA%A8%E0%AA%BF%E0%AA%95)/@23.086398,72.6552644,17z/data=!3m1!4b1!4m6!3m5!1s0x395e810004cc5363:0x140fc994702a212b!8m2!3d23.086398!4d72.6552644!16s%2Fg%2F11vx6cbpkn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,5,2,Medical Clinic,0.85,4,1,0.142789347,0.571394674,0.738557869,14,2,103,45,2,3,0.7381357,,
198,India,Gujarat,Shreeji Clinic,,,,,8866490809,"https://www.google.com/maps/place/Shreeji+Clinic/@23.0127722,72.6814768,17z/data=!3m1!4b1!4m6!3m5!1s0x395e87c38536d471:0x909870d5b2bcd2e0!8m2!3d23.0127722!4d72.6814768!16s%2Fg%2F11w7_m_hc1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.9,17,Medical Clinic,0.85,4,0.98,0.375668742,0.677834371,0.781133748,14,2,103,45,2,3,0.77647114,,
199,India,Gujarat,"Skin Sense Clinic-laser,skin, hair",,,,,7940301199,"https://www.google.com/maps/place/Skin+Sense+Clinic-laser,skin,+hair/@23.041154,72.525879,17z/data=!3m1!4b1!4m6!3m5!1s0x395e84b3e682f859:0xf7ed0928dc63cb5c!8m2!3d23.041154!4d72.525879!16s%2Fg%2F11bwymszdl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,4.6,127,Medical Clinic,0.85,4,0.92,0.630630334,0.775315167,0.820126067,34,4,103,45,2,3,0.81871074,,
200,India,Rajasthan,Dr Nandlal Clinic,,,,,1452431017,"https://www.google.com/maps/place/Dr+Nandlal+Clinic/@26.4637147,74.6148818,17z/data=!3m1!4b1!4m6!3m5!1s0x396be71083ebe465:0x9c22b3788ef209f5!8m2!3d26.4637147!4d74.6148818!16s%2Fg%2F1vq9kpjb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.8,5,Medical Clinic,0.85,4,0.96,0.232879395,0.596439697,0.748575879,17,3,103,49,10,3,0.74550277,,
201,India,Rajasthan,Hada Hospital,,,,,9460707700,"https://www.google.com/maps/place/Hada+Hospital/@26.4365292,74.661288,17z/data=!3m1!4b1!4m6!3m5!1s0x396be6c98a0bc7df:0x32c9f9eb06624b45!8m2!3d26.4365292!4d74.661288!16s%2Fg%2F11cmdn6nfs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,4.2,18,Medical Clinic,0.85,4,0.84,0.382695992,0.611347996,0.754539198,13,2,103,49,10,3,0.7560019,,
